|index|name|gubun|price|menu1|menu2|menu3|menu4|address|phone|openingHour|detailInfo
106|106|압구정제주집|육류,고기요리|40250|한라산세트|성산일출봉 세트|LA갈비|흑돼지삼겹살|서울 강남구 논현로152길 36 1층|02-514-5882|11:00 - 새벽 01:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 지역화폐(모바일형), 제로페이, 국민지원금
107|107|얼오브샌드위치 압구정로데오점|샌드위치|9900|치폴레 치킨 아보카도|얼스 클럽|이탈리안|풀 몬테규|서울 강남구 도산대로49길 16 압구정 로데오거리 한창상가 B/D 1층|0507-1319-6953|10:30 - 21:00|포장, 배달, 무선 인터넷
108|108|감성타코 가로수길점|멕시코,남미음식|16950|감성 그릴드 파히타|까르니따스 치즈 타코|파인애플 살사 베르데 타코|숏립 타코|서울 강남구 가로수길 26 3층|02-516-8884|12:00 - 22:00|포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
109|109|웜브라운 베이커리카페|카페,디저트|6000|아이스아메리카노|카페라떼|카푸치노|말차라떼|서울 강남구 논현로159길 41 1층|02-6925-0232|10:00 - 22:00|포장, 무선 인터넷
110|110|한남베르그 도산|카페,디저트|6750|베르그 커피|크라미슈|none|none|서울 강남구 도산대로49길 31 1층 105호|0507-1396-1750|11:00 - 22:00|무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
111|111|을지다락 도산공원|이탈리아음식|15750|다락오므라이스|매콤크림파스타|가츠산도|찹목살스테이크|서울 강남구 언주로168길 25 2층|0507-1358-9197|11:30 - 21:10|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 제로페이, 국민지원금
112|112|지강낙곱새 압구정본점|한식|16000|낙곱새 1인분[비조리 공기밥별도]|차돌낙곱새 1인분[비조리 공기밥별도]|낙곱새 1인분[조리 공기밥포함]|차돌낙곱새 1인분(조리 공기밥포함)|서울 강남구 압구정로30길 17 111호, 112호, 104-1호|02-518-8848|11:00 - 22:00|주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
113|113|그랑씨엘|이탈리아음식|33250|앤쵸비 오일 파스타|한우 채끝등심 스테이크|이탈리안 전통 토마토 스프|까르보나라|서울 강남구 도산대로45길 16-6 1층|02-548-0283|11:00 - 22:00|단체석
114|114|Just Steak|스테이크,립|17275|T-Bone Steak (100g)|L-Bone steak (100g)|그릴에 구운 야채|볼로네제|서울 강남구 언주로152길 11-7|02-544-9357|11:30 - 22:00|단체석
115|115|샤블리|샤브샤브|29500|샤블리 정식|차돌박이구이 & 샤브 정식|한우소고기샤브 정식|대패삼겹살 with 샤브샤브|서울 강남구 강남대로152길 35 2층|0507-1432-8869|11:30 - 23:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 남/녀 화장실 구분
116|116|호쿠모쿠|양식|15000|모치코치킨 플레이트|쉬림프 박스 플레이트|피칸테 쉬림프 오일 파스타|그릴드 쉬림프 포케|서울 강남구 압구정로46길 5-12 1층|0507-1421-3573|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반
117|117|도쿄등심 압구정점|소고기구이|79000|런치 스페셜 A|런치 스페셜 B|런치 스페셜 C|디너 스페셜 A|서울 강남구 도산대로49길 9 스타크빌딩 3층|0507-1405-2262|11:00 - 22:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
118|118|길버트버거앤프라이즈|햄버거|10625|길버트|MR.프레지던트|더 클래식|로켓|서울 강남구 도산대로15길 47|0507-1427-5453|11:30 - 21:00|단체석, 발렛파킹, 포장, 무선 인터넷, 국민지원금
119|119|듀자미|카페|25350|카라멜 소금케이크(조각)|카라멜 소금케이크(홀)|보드라운 딸기 생크림케이크(조각)|보드라운 딸기 생크림케이크(15cm 홀)|서울 강남구 도산대로11길 28|02-3443-0030|12:00 - 21:30|단체석, 주차, 포장, 예약, 무선 인터넷, 국민지원금
120|120|마이쏭|브런치|18000|MySsong Brunch Plate|Ssong Burger|Classic Eggs Benedict|Bacon Cheese burger|서울 강남구 도산대로45길 16-4|02-518-0105|10:00 - 22:00|단체석, 발렛파킹, 포장, 무선 인터넷
121|121|이끼롤까스 가로수길점|돈가스|14500|치킨치즈롤까스|고구마치즈돈까스|카레치즈롤까스|날치알치즈롤까스|서울 강남구 강남대로156길 35|0507-1403-3347|11:30 - 21:20|주차, 포장, 예약, 무선 인터넷
122|122|레브|바(BAR)|19250|위스키하이볼|아디오스마더x커|하몽 루꼴라 피자|바질크림문어튀김|서울 강남구 언주로172길 54 1층|070-4120-5500|12:00 - 새벽 04:00|단체석, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
123|123|갓포아키 도산공원점|일식당|32000|모둠사시미 1인|none|none|none|서울 강남구 도산대로45길 8-3 쿠키빌딩|02-540-8669|17:30 - 새벽 00:30|발렛파킹, 포장, 예약, 남/녀 화장실 구분
124|124|세시셀라 도산공원점|카페|10150|당근케이크|와플브런체세트|크레이프케이크|오늘의티|서울 강남구 도산대로45길 10-4 삼경빌딩 1층|02-3448-7100|11:30 - 22:00|매장내식사
125|125|마르르 본점|중식당|14500|마라탕|꿔바로우|마라탕 백탕|라즈지|서울 강남구 도산대로53길 29 1층|02-6083-3456|11:30 - 22:00|발렛파킹, 포장, 배달, 반려동물 동반, 제로페이
126|126|온다|이탈리아음식|26500|감자뇨끼|부라슈또 피자|크랩 파스타|한우안심스테이크|서울 강남구 강남대로156길 39 1~2F|02-544-5558|11:30 - 22:00|단체석, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
127|127|안다즈서울강남 조각보|양식|65125|활 바닷가재 한마리 (씨푸드 그릴)|쇠고기 랍스터 전골 (씨푸드 그릴)|소프트 쉘 크랩과 감자튀김 (씨푸드 그릴)|28일간 드라이 에이징한 소고기 본 인 립아이(100g)|서울 강남구 논현로 854 안다즈서울강남 2층|02-2193-1191|10:30 - 11:30 브레이크타임|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
128|128|소이연남마오|태국음식|17250|소고기쌀국수|똠얌쌀국수|꿍팟퐁커리(새우 옐로 커리)|똠얌꿍|서울 강남구 도산대로53길 30 소이연남마오 1, 2층|0507-1315-5130|11:30 - 21:50|발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(모바일형), 제로페이, 국민지원금
129|129|스킬렛 스테이크하우스|스테이크,립|90667|티본스테이크(국내산 500g)|티본스테이크(국내산 1000g)|채끝스테이크(국내산 300g)|none|서울 강남구 논현로161길 57|0507-1417-6060|11:30 - 22:00|단체석, 예약, 무선 인터넷, 남/녀 화장실 구분
130|130|야사이마끼 쿠이신보|일식당|14475|돼지고기 샤브샤브|돼지고기 세이로무시|치킨난방|멘치카츠|서울 강남구 강남대로152길 62 1층 야사이마끼 쿠이신보|010-9498-9215|17:30 - 새벽 02:00|발렛파킹, 무선 인터넷, 남/녀 화장실 구분
131|131|장다리곱창|곱창,막창,양|24500|조소곱창|모둠구이|극내산 특양|곱창전골|서울 강남구 압구정로46길 5-14 지상1층|0507-1403-7286|17:00 - 새벽 05:00|단체석, 발렛파킹, 예약, 남/녀 화장실 구분, 제로페이, 국민지원금
132|132|Lu307 이자카야|이자카야|24875|꼬치구이 7종|창코나베|바지락술찜|야끼소바|서울 강남구 압구정로10길 30-7 1층|02-6205-3007|17:00 - 새벽 01:30|단체석, 포장, 배달, 예약, 무선 인터넷
133|133|갓포 히미츠 X 뱅가드 하이파이 뮤직 라운지|이자카야|21500|1인 사시미모리아와세|제철 석화|연어 사시미|사시미 고노와다|서울 강남구 압구정로54길 14 지하 1층|0507-1354-0139|22:30 라스트오더|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
134|134|디크루즈|바(BAR)|46000|디크루즈 씨푸드 타워|문어 스테이크|소고기 타르타르|그릴 새우|서울 강남구 선릉로153길 12 2층|0507-1310-5570|18:00 - 새벽 02:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
135|135|골드피쉬 딤섬퀴진|중식당|14000|가지볶음|무떡볶음|멘보샤|다루면|서울 강남구 압구정로48길 35 투구빌딩 2층|0507-1345-5266|11:30 - 21:30|발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
136|136|엘피노323|멕시코,남미음식|14967|치킨엔칠라다와 살사베르데|카르니타스 타코|까르네 아사다 또르띠아 보울|none|서울 강남구 강남대로 652 (신사스퀘어)205호|0507-1408-6248|11:30 - 21:50|단체석, 포장, 배달, 무선 인터넷, 국민지원금
137|137|쿠라우니|베이커리|6000|쿠라우니|아메리카노|카페라떼|마리아쥬 홍차|서울 강남구 강남대로156길 39|02-512-2202|11:00 - 21:00|포장, 무선 인터넷, 남/녀 화장실 구분
138|138|목포집|한정식|40000|닭볶음탕(소)|닭볶음탕(중)|닭볶음탕(대)|닭볶음탕(특대)|서울 강남구 강남대로152길 24|02-549-5119|11:30 - 22:00|포장, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
139|139|PEACH|브런치|12875|Chestnut Latte|(Dessert) 생크림케이크|(Dessert) 흑임자 케이크|(Brunch) 피치 브런치|서울 강남구 언주로168길 32 1층|070-8861-6708|11:00 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷
140|140|프레즈드로이|맥주,호프|24000|Koleno|Goulash|Prazdroj pizza|Crunch shrimp|서울 강남구 강남대로156길 41|02-515-7077|14:00 - 새벽 02:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 국민지원금
141|141|이치서울|카페,디저트|7000|쑥 아이스크림|고구마 푸딩|구움 도너츠(ea)|청 포장(ea)|서울 강남구 강남대로158길 21 2층|070-0009-0009|12:00 - 22:00|매장내식사
142|142|펠트커피 도산공원점|카페|4750|에스프레소|아메리카노|카페라떼|플랫화이트|서울 강남구 언주로164길 23|070-7756-3145|11:00 - 21:00|발렛파킹, 포장, 무선 인터넷, 반려동물 동반
143|143|네기다이닝라운지|일식당|40000|사시미 모리아와세(2인)|이베리코카타로스 베요타|토마토 스키야키 힌우차돌|마구로타르타르|서울 강남구 도산대로15길 18 4층 네기|02-548-0807|18:00 - 24:00|매장내식사
144|144|제이앤제이슨 X|바(BAR)|20500|Young Wild & Free|Boss B*tch|16 Shots|Hot Girl Summer|서울 강남구 도산대로49길 31 지하 1층|010-7430-7053|21:00 - 새벽 05:00|단체석, 예약, 남/녀 화장실 구분
145|145|빠레뜨한남 가로수길점|양식|15000|빠레뜨 파스타|오므라이스|들기름 육회 파스타|함박 스테이크|서울 강남구 논현로153길 61 2층|02-517-3457|11:30 - 20:30|매장내식사
146|146|고트델리 압구정|샌드위치|10750|잠봉뵈르|올드스쿨파스트라미|루벤|고트피자|서울 강남구 선릉로161길 17|0507-1398-0816|11:30 - 21:00|발렛파킹, 포장, 국민지원금
147|147|우미학|육류,고기요리|47500|우미학 맡김차림 코스|등심|차돌박이 영양부추무침|치즈구이|서울 강남구 압구정로30길 51|0507-1404-2213|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
148|148|뮤즈온|바(BAR)|15000|뮤즈온 사워|none|none|none|서울 강남구 도산대로15길 32 2층|0507-1441-4541|18:00 - 새벽 02:00|단체석, 주차, 예약, 무선 인터넷, 제로페이, 국민지원금
149|149|정돈프리미엄 신사점|돈가스|21000|로스카츠 (220g)|히레카츠 (220g)|로스+히레 카츠|상로스카츠 (270~280g)|서울 강남구 강남대로160길 28|0507-1322-0924|11:30 - 22:00|단체석, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
150|150|선셋스위밍 샌드위치|샌드위치|5700|아메리카노|라떼|카푸치노|바닐라 라떼|서울 강남구 언주로170길 23 1층|0507-1495-7677|10:00 - 21:00|발렛파킹, 포장, 무선 인터넷, 국민지원금
151|151|프레임|양식|21250|오리 콩피|포르치니 버섯 크림 파스타|감자 도피누아즈|제철 과일 샐러드|서울 강남구 도산대로11길 32 2층|0507-1373-9731|16:00 - 23:00|발렛파킹, 예약
152|152|노모어피자|양식|23750|half & half pizza + side menu + 탄산음료|chesse gopchang pizza|signature cheese pizza|super combination pizza|서울 강남구 언주로164길 34-2 1층|02-6080-3417|12:00 - 22:00|단체석, 포장, 배달, 예약, 무선 인터넷
153|153|타코앤칠리|멕시코,남미음식|8500|알파스톨타코×2|소프트 타코|부리또 볼|부리또|서울 강남구 압구정로2길 28 1층|0507-1406-1706|11:30 - 21:00|매장내식사
154|154|스시츠바사|일식당|60000|런치오마카세|디너오마카세|콜키지|none|서울 강남구 강남대로156길 31-4 1층|0507-1316-9198|12:00 - 22:00|발렛파킹, 예약, 무선 인터넷, 제로페이, 국민지원금
155|155|플링크 압구정|베이커리|4500|크루아상|아몬드 크루아상|아메리카노|프렌치 꽈배기|서울 강남구 언주로173길 23 1층|02-540-0301|08:00 - 20:00|단체석, 주차, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
156|156|김북순큰남비집 신사본점|한식|11250|목살김치찌개|초란뚝배기탕|목살듬뿍김치찌개|해물 순두부찌개|서울 강남구 압구정로2길 15 신사아이빌|02-543-9024|10:20 - 22:00|포장, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금
157|157|아우어베이커리 도산본점|베이커리|4825|더티초코|빨미까레|바닐라더블|그린티더블|서울 강남구 도산대로45길 10-11 JYC2빌딩|02-545-5556|09:00 - 21:00|발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분
158|158|우시야 본점|소고기구이|79000|우시야코스A [1인]|우시야코스B [1인]|우시야코스C [1인]|none|서울 강남구 도산대로27길 16 1층 우시야|010-9359-9667|17:00 - 23:00|예약, 무선 인터넷, 국민지원금
159|159|Bowl Room|다이어트,샐러드|5375|보울룸 시그니쳐|쉬림프타코|피쉬타코|또띠아 칩|서울 강남구 압구정로42길 36|0507-1351-0260|11:00 - 20:30|포장, 배달, 무선 인터넷, 남/녀 화장실 구분
160|160|신사 모소리|육류,고기요리|13500|모소리살|가오리살|가로막살|껍데기|서울 강남구 도산대로1길 24|0507-1318-0542|17:00 - 23:00|주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
161|161|천미미|중식당|36500|돼지고기 탕수육|중화갈비|새우완자닭봉(방방샤)|가지튀김|서울 강남구 강남대로152길 11|02-540-7202|11:30 - 21:30|단체석, 발렛파킹, 포장, 예약, 남/녀 화장실 구분, 국민지원금
162|162|오엔|이탈리아음식|124000|T-bone Set (2인)|Premium Set (2인)|Couple set (2인)|Mozza Gratin Chili Ttock Bok Ki|서울 강남구 압구정로11길 37-30|0507-1400-1582|none|매장내식사
163|163|이치에|일식당|37250|사시미모리아와세(모둠생선회)|혼마구로|아나고텐푸라(바다장어튀김)|멘치카츠|서울 강남구 선릉로155길 23-3 2층|070-4273-4087|18:00 - 24:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
164|164|텔러스 9.5|바(BAR)|9000|블랙 바닐라 밀크티|유자 민트 에이드|발로나 초코라떼|바닐라라떼|서울 강남구 도산대로 153|02-542-2395|12:00 - 24:00|발렛파킹, 무선 인터넷
165|165|더플레이트디저트|베이커리|4075|밀푀유 크루아상|밀푀유슈|명란 아보카도 크로아상|레몬 복숭아 페이스트리|서울 강남구 논현로 854 안다즈강남 B1 B101호|02-546-6056|09:00 - 21:00|매장내식사
166|166|사브서울|와인|24500|대왕문어 카르파쵸|제주 아스파라거스|새조개 링귀니|덕자병어|서울 강남구 논현로175길 6 B1F|02-512-4939|18:00 - 24:00|매장내식사
167|167|신사숙녀|포장마차|27000|베이컨치즈감자전|닭다리살파채|낙곱새|김치찌개(돼지 or 꽁치)|서울 강남구 강남대로152길 13 지상 1층|0507-1347-1681|11:30 - 새벽 03:00|단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분
168|168|어물전 청 도산공원점|해물,생선요리|80000|메뉴|맡김차림|none|none|서울 강남구 도산대로49길 16-7 1층, 2층|0507-1418-0488|17:00 - 23:00|단체석, 무선 인터넷, 남/녀 화장실 구분
